Job_offer,Label,Traslation,token
"Firmware Engineer
   La risorsa a supporto del team Ricerca -Sviluppo per cliente Leader nel campo Automotive, si occuperà di
   - Sviluppo firmware in linguaggio C/C++ per microcontrollori con architettura ARM
   - Redazione specifiche di progetto
   - Co-sviluppo hardware
   - Analisi e redazione procedure di collaudo dei dispositivi
   - Relazioni con i fornitori",Software Engineer,"Firmware Engineer
   The resource in support of the research team -Sviluppo for the leading customer in the automotive field, will take care of
   - Firmware development in C/C ++ language for microcontroller with ARC architecture
   - Project specific drafting
   - Hardware co-control
   - Analysis and drafting of device testing procedures
   - Relations with suppliers",firmware engineer resource support research team sviluppo lead customer automotive field take care firmware development language microcontroller arc architecture project specific drafting hardware control analysis drafting device testing procedure relations supplier
"Itconsulting ricerca Sviluppatori Full Stack con competenze sia in ambito Back End che Front End. Vogliamo entrare in contatto con developer che abbiamo una seniority dai 3 ai 5 anni. Le risorse verranno inserite in progetti altamente innovativi e stimolanti, dove ognuno avrà la possibilità di usare le tecnologie più all'avanguardia potenziando sempre più il proprio background tecnologico.
   Inizialmente l'attività sarà svolta da remoto, vista l'attuale situazione sanitaria, ma poi successivamente la sede sarà Napoli.",Java Developer,"Itconsulting search Full Stack developers with skills both in the back end and front end. We want to get in touch with Developer who have a seniority aged 3 to 5 years.The resources will be included in highly innovative and stimulating projects, where everyone will have the opportunity to use the most avant -garde technologies by increasingly enhancing their technological background.
   Initially the activity will be carried out remotely, given the current health situation, but then the headquarters will then be Naples.",itconsulte search full stack developer skill back end front end want get touch developer seniority age year resource include highly innovative stimulating project everyone opportunity use avant garde technology increasingly enhance technological background initially activity carry remotely give current health situation headquarters naples
"Stiamo collaborando con una Web Agency fortemente orientata all'innovazione tecnologica sita nella prima provincia di Ancona per la ricerca di uno, Lo sviluppatore verrà inserito all'interno di una team di lavoro dove si occuperà di sviluppo di applicativi web oriented., Experis è una compagnia eticamente responsabile. Il servizio è gratuito. I candidati ambosessi (L.903/77 - D.Lgs. n.198/2006) sono invitati a leggere l'informativa Privacy su www.experis.it Aut. Min. Prot. N. 1116 - SG - del 26/11/04.
   Il titolare della registrazione e/o candidatura dichiara di essere a conoscenza delle sanzioni penali previste in caso di dichiarazioni mendaci o contenenti dati non più rispondenti a verità come previsto dal D.P.R. nº445 del 28.12.2000, Stiamo collaborando con una Web Agency fortemente orientata all'innovazione tecnologica sita nella prima provincia di Ancona per la ricerca di uno

   Junior Developer

   Lo sviluppatore verrà inserito all'interno di una team di lavoro dove si occuperà di sviluppo di applicativi web oriented.
   Si offre inserimento in contesto tecnologicamente avanzato, con un percorso di formazione delineato e con concrete possibilità di crescita professionale.",Software Engineer,"We are collaborating with a web agency strongly oriented towards technological innovation located in the first province of Ancona for the search for one, the developer will be included in a work team where we will deal with the development of web oriented application., Experis is oneEthically responsible company.The service is free.The ambsexed candidates (L.903/77 - Legislative Decree no. 198/2006) are invited to read the Privacy Policy on www.experis.it aut. Min. Prot. No. 1116 - SG - of 26/11/04.
   The owner of the registration and/or application declares to be aware of the criminal penalties provided for in the event of false declarations or containing data no longer responsive to truth as required by the Presidential Decreenº445 of 28.12.2000, we are collaborating with a web agency strongly oriented towards technological innovation located in the first province of Ancona for the search for one

   Junior Developer

   The developer will be inserted within a work team where we will deal with the development of web oriented application.
   We offer insertion in a technologically advanced context, with a path of training outlined and with concrete possibilities of professional growth.",collaborate web agency strongly orient towards technological innovation locate first province ancona search one developer include work team deal development web orient application experis oneethically responsible company service free ambsexed candidate l90377 legislative decree invite read privacy policy wwwexperisit aut min prot owner registration andor application declare aware criminal penalty provide event false declaration contain datum long responsive truth require presidential decreeno445 collaborate web agency strongly orient towards technological innovation locate first province ancona search one junior developer developer insert within work team deal development web orient application offer insertion technologically advanced context path training outline concrete possibility professional growth
Job description: Siamo alla ricerca di un sistemista con esperienza in Windows/Vmware,System Analyst,Job Description: we are looking for a systemist with experience in Windows/VMware,job description look systemist experience windows vmware
"La figura, a diretto riporto del Software Development Site Manager, sarà inserita all'interno della Business Unit ECU (Electronic Control Unit) e avrà la responsabilità di progettare i test plan e definire i test case ai vari livelli.

   In particolare, il ruolo prevede le seguenti attività:
     * Formulare e supervisionare l'implementazione delle strategie di software testing seguendo il processo A-SPICE e i software requirement;
     * Definire, creare e documentare/revisionare i test case;
     * Redigere il test plan e i test report;
     * Partecipare ai meeting tecnici;
     * Eseguire test in laboratorio di verifica e/o validazione.",Software Engineer,"The figure, to direct reporting of the Site Manager software, will be inserted within the ECU (Electronic Control Unit) business unit and will have the responsibility of planning test plans and defining test houses at various levels.

   In particular, the role provides the following activities:
     * Formulate and supervise the implementation of software testing strategies following the a-can and software software process;
     * Define, create and document/review Test Houses;
     * Draw up the test plan and test reports;
     * Participate in technical meetings;
     * Perform tests in the verification and/or validation laboratory.",figure direct reporting site manager software insert within ecu electronic control unit business unit responsibility plan test plan define test house various level particular role provide follow activity formulate supervise implementation software testing strategy follow software software process define create document review test houses draw test plan test report participate technical meeting perform test verification andor validation laboratory
"ARGO LOGICA, società di informatica, fornisce consulenza in termini di progettazione, analisi, sviluppo, e gestione di applicazioni nelle diverse aree dell'Information Technology : Sistemi ERP, in modo particolare nell'area SAP, system integration, business intelligence, data warehouse e web applications.
   Nell'ottica di un ulteriore sviluppo siamo alla ricerca di 1 Sistemista Windows",System Analyst,"Argo Logica, a computer company, provides consultancy in terms of design, analysis, development, and management of applications in the different areas of information Technology: ERP systems, particularly in the SAP area, System Integration, Business Intelligence, Data Warehouse eWeb Applications.
   In view of further development we are looking for 1 Windows systemist",argo logica computer company provide consultancy term design analysis development management application different area information technology erp system particularly sap area system integration business intelligence data warehouse eweb applications view development look windows systemist
"Full Stack Java Developer Cosenza | Full Time Sede di lavoro: Via Galliano 4, Cosenza JOB DESCRIPTION â€¢ Esperienza minima 2 anni â€¢ Gestione dellâ€ analisi dei requisiti progettuali â€¢ Individuazione e distribuzione dei task â€¢ Sviluppo di soluzioni software basate su java e tecnologie web COMPETENZE RICHIESTE â€¢ Ottima conoscenza di sviluppo java ee â€¢ Ottima conoscenza di concetti di sviluppo web (servlet, jsp, ajax) â€¢ Buona conoscenza dei framework javacript di templating (angular, handlebars) â€¢ Buona conoscenza dei framework osgi o spring â€¢ Conoscenza della lingua inglese parlata e scritta â€¢ Disponibilità a effettuare trasferte in italia e allâ€ estero (ue) COSA OFFRIAMO â€¢ Contratto a tempo indeterminato â€¢ Opportunità di carriera tecnica â€¢ Retribuzione competitiva e commisurata al livello di esperienza maturato â€¢ Formazione e certificazioni Per candidarsi, inserire nel curriculum vitae la dicitura â€œAutorizzo il trattamento dei dati personali contenuti
   nel mio curriculum vitae in base allâ€ art. 13 del D. Lgs. 196/2003 e allâ€ art. 13 GDPR 679/16â€. Ai sensi della normativa vigente, lâ€ offerta di lavoro si intende estesa a entrambi i sessi (L. 903/77)., Service Credit S.p.a. seleziona per la propria sede di Cosenza: INGEGNERI GESTIONALI Il candidato ideale possiede elevate capacità di analisi ed è concretamente orientato alla ricerca di soluzioni. La risorsa, riportando direttamente alle funzioni aziendali di vertice, svolgerà principalmente le seguenti attività: â€¢ adattare il software esistente a parametri di miglioramento; â€¢ elaborare soluzioni innovative che possano soddisfare tempestivamente le necessità del Cliente interno; â€¢ implementare e verificare gli standard e le procedure stabiliti dal Cliente interno, muovendosi sempre in un'ottica di sviluppo e miglioramento. Le caratteristiche personali che completano il profilo sono: precisione ed organizzazione, capacità di pianificazione, abilità relazionali e comunicative. Richiesta residenza/domicilio su Cosenza o zone limitrofe. Candidature prive dei requisiti richiesti non saranno prese in considerazione. Lâ€(TM)invio del Curriculum Vitae è subordinato
   allâ€(TM)autorizzazione del trattamento dei dati ai sensi del GdPR. (Questo annuncio si rivolge a candidati di ambo i generi ai sensi della L 903/77)
   Contatta l'utente
   Contatta l'utente, Grazie per averci aiutato a far rispettare le regole di pubblicazione degli annunci.
   ×

   Segnalazione già inviata!

   Grazie per averci aiutato a far rispettare le regole di pubblicazione degli annunci.
   ×

   Spiacenti, l'invio della segnalazione non è riuscito

   Riprova, oppure contatta l'Assistenza Clienti
   ×, Ho letto l'informativa sulla Privacy
   Do il mio consenso per ricevere email con offerte relative a Kijiji
   Do il mio consenso per ricevere email promozionali da parte di terzi, incluse società del gruppo eBay
   Conferma di non essere un robot! Cliccando su ""Invia"" accetti queste condizioni del sito.",Web Developer,"Full Stack Java Developer Cosenza |Full time workplace: Via Galliano 4, Cosenza Job Description â € â € ¢ Minimum experience 2 years â € â € ¢ Management of the analysis of the design requirements â € œ Identification and distribution of Task â € ¢ Development of software solutions based on java and technologiesWeb skills required â € œ excellent knowledge of development java ee â € ¢ excellent knowledge of web development concepts (servlet, jsp, ajax) â € ¢ good knowledge of the javacrypt framework of templating (angular, handlebars) â € ¢ good knowledge of theFramework Osgi or Spring â € â € Â knowledge of the speech and written English language â € â € Â € ¢ make trips to Italy and abroad (EU) what we offer â € œ Contract indefinitely Â € ¢competitive and commensurate with the level of experience gained â € â € œ training and certifications to apply, insert the wording â € œIn the processing of the personal data contained in the curriculum vitae â €
   in my curriculum vitae based on art.13 of Legislative Decree 196/2003 and to art.13 GDPR 679/16â €.Pursuant to current legislation, the job offer is intended to be extended to both sexes (L. 903/77)., Service Credit S.p.A.selects for its home in Cosenza: management engineers, the ideal candidate has high analysis skills and is concretely oriented to the search for solutions.The resource, reporting directly to the top management functions, will mainly carry out the following activities: â € ¢ adapt the existing software to improvement parameters;â € ¢ Elaborate innovative solutions that can promptly satisfy the needs of the internal customer;â € ¢ Implement and check the standards and procedures established by the internal customer, always moving with a view to development and improvement.The personal characteristics that complete the profile are: precision and organization, planning skills, relational and communication skills.Residency/domicile request on Cosenza or surrounding areas.Applications without the required requirements will not be taken into consideration.The sending of the curriculum vitae is subordinate
   to the authorization of data processing pursuant to the GDPR.(This announcement is aimed at candidates of both genres pursuant to L 903/77)
   Contact the user
   Contact the user, thanks for helping us to enforce the rules of publication of the ads.
   ×

   Report already sent!

   Thank you for helping us to enforce the rules of publication of the ads.
   ×

   Sorry, the sending of the report has failed

   Try again, or contact customer support
   ×, I read the privacy policy
   I give my consent to receive emails with offers relating to Kijiji
   I give my consent to receive promotional emails from third parties, including the EBay Group companies
   Confirm that you are not a robot!By clicking on ""Send"" Accept these conditions of the site.",full stack java developer cosenza full time workplace via galliano cosenza job description minimum experience year management analysis design requirement identification distribution task development software solution base java technologiesweb skill require excellent knowledge development java excellent knowledge web development concept servlet jsp ajax good knowledge javacrypt framework templating angular handlebar good knowledge theframework osgi spring knowledge speech write english language make trip italy abroad offer contract indefinitely competitive commensurate level experience gain training certification apply insert wording œin processing personal datum contain curriculum vitae curriculum vitae base art13 legislative decree art13 gdpr 67916a pursuant current legislation job offer intend extend sex service credit spaselects home cosenza management engineer ideal candidate high analysis skill concretely orient search solution resource report directly top management function mainly carry follow activity adapt exist software improvement parametersa elaborate innovative solution promptly satisfy need internal customera implement check standard procedure establish internal customer always move view development improvement personal characteristic complete profile precision organization planning skill relational communication skill residency domicile request cosenza surround area application without require requirement take consideration sending curriculum vitae subordinate authorization datum processing pursuant gdprthis announcement aim candidate genre pursuant contact user contact user thank help enforce rule publication report already send thank help enforce rule publication sorry sending report fail try contact customer support read privacy policy give consent receive email offer relate kijiji give consent receive promotional email third party include ebay group company confirm robotby click send accept condition site
"Il candidato ideale si occuperà di:

   - Sviluppo software seguendo le specifiche del cliente

   - Analisi dei requisiti, definizione e stesura di analisi tecnica

   - ricerca e sviluppo per ideazione di soluzioni innovative",Programmer,"The ideal candidate will deal with:

   - Software development following customer specifications

   - Analysis of the requirements, definition and drafting of technical analysis

   - Research and development by the creation of innovative solutions",ideal candidate deal software development follow customer specification analysis requirement definition drafting technical analysis research development creation innovative solution
"installare e configurare sistemi client in rete ed eseguire il monitoraggio delle funzioni in esercizio, interagendo con gli utenti per la soluzione di problemi tecnici;
   utilizzare software tipico dei contesti aziendali producendo funzionalità integrate ed automatizzate;
   collaborare con il servizio di assistenza tecnica e seguire le evoluzioni delle tecnologie di riferimento;

   Le competenze minime richieste in riferimento agli ambiti di intervento sono:

   Gestire risorse informatiche

   Individuare le caratteristiche hardware e software funzionali ad attività ed utenti
   Utilizzare tecniche e procedure per l'installazione e la configurazione
   Ricercare le informazioni relative alla documentazione tecnica
   Applicare metodologie per garantire la sicurezza del sistema

   Attuare la manutenzione del sistema informatico

   Identificare strumenti e procedure per interventi di assistenza e manutenzione
   Identificare criteri e procedure per la sostituzione e la dismissione di risorse obsolete
   Valutare la necessità di interventi di assistenza tecnica
   Interagire con l'assistenza tecnica
   Contribuire all'evoluzione e all'aggiornamento delle risorse

   Realizzare soluzioni informatiche personalizzate

   Tradurre le esigenze degli utenti in soluzioni informatiche
   Individuare requisiti e vincoli per la realizzazione di soluzioni
   Modellare documenti complessi
   Strutturare procedure automatizzate
   Supportare gli utenti nell'utilizzo delle applicazioni",System Analyst,"Install and configure the network client systems and monitor the functions in operation, interacting with users for the solution of technical problems;
   use software typical of corporate contexts producing integrated and automated features;
   collaborate with the technical assistance service and follow the evolutions of reference technologies;

   The minimum skills required in reference to the areas of intervention are:

   Manage computer resources

   Identify the hardware and software characteristics functional to activities and users
   Use techniques and procedures for installation and configuration
   Seek information relating to technical documentation
   Apply methodologies to ensure system safety

   Implement the maintenance of the IT system

   Identify tools and procedures for assistance and maintenance interventions
   Identify criteria and procedures for the replacement and disposal of obsolete resources
   Evaluate the need for technical assistance interventions
   Interact with technical assistance
   Contribute to the evolution and update of resources

   Create personalized computer solutions

   Translate the needs of users into IT solutions
   Identify requirements and constraints for the creation of solutions
   Model complex documents
   Structure automated procedures
   Support users in using applications",install configure network client system monitor function operation interact user solution technical problem use software typical corporate context produce integrated automate feature collaborate technical assistance service follow evolution reference technology minimum skill require reference area intervention manage computer resource identify hardware software characteristic functional activity user use technique procedure installation configuration seek information relate technical documentation apply methodology ensure system safety implement maintenance system identify tool procedure assistance maintenance intervention identify criterion procedure replacement disposal obsolete resource evaluate need technical assistance intervention interact technical assistance contribute evolution update resource create personalized computer solution translate need user solution identify requirement constraint creation solution model complex document structure automate procedure support user use application
"Audiens è uno strumento per i professionisti del marketing che aiuta a gestire i propri segmenti di clienti con facilità. Semplifichiamo la raccolta dei dati dei clienti da più punti di contatto come siti web, e-mail, app e POS. Gli utenti ricevono una ""single customer view"", da cui poi possono segmentare i propri clienti e attivare uno o più segmenti sui canali di marketing più popolari, come Facebook, Google, e-mail o SMS.

   Data Ta-Da! Siamo un passo avanti rispetto all'aggregazione dei dati; forniamo informazioni utili per ogni fase del ciclo di vita dei clienti, supportati da una scienza dei dati innovativa. Pensa ad un analista che non dorme mai e ricalcola continuamente il movimento dei clienti in entrata e in uscita dai segmenti. Questo è Audiens., In qualità di full-stack engineer, lavorerai con le più recenti tecnologie cloud e big data.

   Siamo sempre alla ricerca di modi per migliorare la nostra piattaforma, nel contesto dei nostri elevati standard di qualitá e prestazioni. Avrai l'opportunità di contribuire alle nostre best-practices e suggerire continui miglioramenti.

   -Sviluppo, manutenzione e test di:
     * API REST e GraphQL per la gestione dati ed a supporto dellinterfaccia utente
     * Interfaccia web in React/Typescript
     * Componenti per lelaborazione dati ad alte prestazioni
     * Sistemi e component basati su archietture event-driven e serverless

   -Collaborazione sulle scelte progettuali basate su principi SOLID e pattern distribuiti, asincroni ed event-driven

   -Adozione delle best practice aziendali con responsabilità incrementale sulle principali componenti della piattaforma.

   -Code-kata mensili, workshops interni, Agile ed altre attività per rimanere aggiornati ed interagire con i colleghi.",Web Developer,"Audiens is a tool for marketing professionals who help to manage their customer segments easily.We simplify the collection of customer data from multiple contact points such as websites, e-mails, apps and pos.Users receive a ""single customer view"", from which they can then segment their customers and activate one or more segments on the most popular marketing channels, such as Facebook, Google, E-mail or SMS.

   Date Ta-Da!We are a step forward compared to the aggregation of the data;We provide useful information for each phase of the customer life cycle, supported by an innovative data science.Think of an analyst who never sleeps and continually recalculates the movement of clients who are incoming and leaving the segments.This is audiens., As full-stack engineer, you will work with the most recent cloud and big data technologies.

   We are always looking for ways to improve our platform, in the context of our high quality and performance standards.You will have the opportunity to contribute to our Best-Practices and suggest continuous improvements.

   -Sviluppo, maintenance and test of:
     * API REST and GRAPHQL for data management and to support the user interface
     * Web interface in React/Typescript
     * High -performance data leafing components
     * Systems and components based on Event-Driven Archiectures and Serverless

   -Collaboration on design choices based on solids and patterns distributed, asynchronous and event-driven

   -adoption of company best practices with incremental responsibility for the main components of the platform.

   -Code-Kata monthly, internal workshops, agile and other activities to stay updated and interact with colleagues.",audiens tool marketing professional help manage customer segment easily simplify collection customer datum multiple contact point website mail app pos user receive single customer view segment customer activate one segment popular marketing channel facebook google mail sms date dawe step forward compare aggregation datawe provide useful information phase customer life cycle support innovative data science think analyst never sleep continually recalculate movement client incoming leave segment audien full stack engineer work recent cloud big datum technology always look way improve platform context high quality performance standard opportunity contribute best practices suggest continuous improvement sviluppo maintenance test api rest graphql datum management support user interface web interface react typescript high performance datum leaf component systems component base event drive archiectures serverless collaboration design choice base solid pattern distribute asynchronous event drive adoption company good practice incremental responsibility main component platform code kata monthly internal workshop agile activity stay update interact colleague
"di apprendistato e inserite in un progetto internazionale in ambito Energy. Come è strutturato il progetto: Academy: Il candidato, attraverso un percorso di formazione e supervisione, imparerà a sviluppare in ambiente Java, si occuperà di programmazione lato back-end e/o front-end. Costo del corso: GRATUITO Durata: 3 settimane (fruibile per 6/8 ore al giorno) Modalità: online via Teams Finalità del corso: è prevista, per i candidati maggiormente promettenti, l'assunzione presso l'azienda tramite contratto di apprendistato e il successivo inserimento in un team internazionale di sviluppatori. Requisiti richiesti: I candidati ideali hanno conseguito la laurea specialistica in Informatica, Ingegneria Informatica o equivalente e hanno maturato al massimo 1 anno di esperienza professionale. Competenze sulla piattaforma Java Standard ed Enterprise conseguite tramite corso di studi o comprovate esperienze di stage Competenze di base di Database relazionali Conoscenza
   della lingua inglese scritta e parlata Curiosità e passione per le nuove tecnologie Sede lavorativa: NAPOLI Gli interessati possono inviare il proprio curriculum vitae aggiornato e dettagliato con autorizzazione al trattamento dei dati personali (D.Lgs 196/2003). L'offerta si intende rivolta a candidati di ambo i sessi ai sensi della Legge GDPR REGOLAMENTO UE 2016/679.",Java Developer,"apprenticeship and inserted in an international project in the Energy area.How the project is structured: Academy: the candidate, through a training and supervision path, will learn to develop in the Java environment, will take care of programming back-end and/or front-end.Cost of the course: free duration: 3 weeks (accessible for 6/8 hours a day) Method: online via Teams of the course: it is expected, for the most promising candidates, the hiring at the company through an apprenticeship contract and thesubsequent insertion into an international developer team.Requirements: ideal candidates have obtained a specialist degree in computer science, computer engineering or equivalent and have gained a maximum of 1 year of professional experience.Skills on the Standard Java and Enterprise platform achieved through course of studies or proven experiences of internships basic skills of relational database knowledge
   of the English language written and spoken curiosity and passion for new technologies working headquarters: Naples Interested parties can send their updated and detailed curriculum vitae with authorization for the processing of personal data (Legislative Decree 196/2003).The offer is intended for candidates of both sexes pursuant to the GDPR law EU Regulation 2016/679.",apprenticeship insert international project energy area project structure academy candidate training supervision path learn develop java environment take care program back end andor front end cost course free duration week accessible hour day method online via team course expect promising candidate hiring company apprenticeship contract thesubsequent insertion international developer team requirement ideal candidate obtain specialist degree computer science computer engineering equivalent gain maximum year professional experience skill standard java enterprise platform achieve course study prove experience internship basic skill relational database knowledge english language write speak curiosity passion new technology work headquarter naples interested party send update detailed curriculum vitae authorization processing personal datum legislative decree 1962003the offer intend candidate sex pursuant gdpr law regulation
"FILIALE : LECCE SPECIALIZZAZIONE : Qibit - Junior Talent QIBIT, divisione ICT di Gi Group S.p.A., Agenzia per il Lavoro (Aut. Min. 26/11/04 Prot. n. 1101-SG), è specializzata nella selezione, formazione, inserimento e sviluppo professionale dei profili IT per il mercato italiano. Per SITE SPA, azienda che opera a livello internazionale, fornendo ai suoi clienti servizi di eccellenza nell'integrazione di sistemi tecnologici e soluzioni proprietarie d'avanguardia, cerchiamo: Neodiplomati/e ad indirizzo informatico - Software Developer Junior Per importante ed innovativo Progetto di Ricerca Industriale e Sviluppo Sperimentale, siamo alla ricerca di 4 risorse da inserire come Software Developer presso la sede di Lecce. Le risorse verranno inserite nel team di Ingegneria di Sistema e coinvolte nel progetto di sviluppo di una piattaforma software distribuita nel contesto di un'applicazione Smart Secure Urban System. Si occuperanno quindi di sviluppo, secondo logiche e tecnologie di",Software Engineer,"Branch: Lecce Specialization: Qibit - Junior Talent Qibit, ICT Division of GI GROUP S.p.A., Agency for Labor (Aut. Min. 26/11/04 Prot. No. 1101 -SG), specializes in the selection, training, insertion andprofessional development of IT profiles for the Italian market.For Site spa, a company that operates internationally, providing its customers with excellence services in the integration of technological systems and avant -garde proprietary solutions, we are looking for: newly newly information - and in computer address - Software Developer Junior for important and innovative research projectIndustrial and experimental development, we are looking for 4 resources to be included as a software developer at the Lecce headquarters.The resources will be included in the system engineering team and involved in the development project of a software platform distributed in the context of a Smart Secure Urban System application.They will therefore deal with development, according to logics and technologies of",branch lecce specialization qibit junior talent qibit ict division group agency labor aut min prot specialize selection training insertion andprofessional development profile italian market site spa company operate internationally provide customer excellence service integration technological system avant garde proprietary solution look newly newly information computer address software developer junior important innovative research projectindustrial experimental development look resource include software developer lecce headquarters resource include system engineering team involve development project software platform distribute context smart secure urban system application therefore deal development accord logic technology
PROGRAMMATORE JUNIOR,Programmer,Junior programmer,junior programmer
"Il candidato, inserito nel team IT, dovrà garantire il corretto funzionamento del sistema informatico aziendale. In particolare si dovrà occupare di:
   Monitoraggio e gestione del server e del network
   Installazione e manutenzione delle postazioni degli utenti
   Analisi delle performance e risoluzione dei problemi",System Analyst,"The candidate, inserted in the IT team, will have to guarantee the correct functioning of the company computer system.In particular, you will have to deal with:
   Server and network monitoring and management
   Installation and maintenance of users' workstations
   Performance analysis and problems resolution",candidate insert team guarantee correct functioning company computer system particular deal server network monitoring management installation maintenance user workstation performance analysis problem resolution
"Arkigest s.r.l., Agenzia per il lavoro, ricerca per azienda cliente di Forlì (FC): SVILUPPATORI SOFTWARE Le risorse dovranno essere in grado di: - Progettare e programmare client web/front-end - Scrivere codice pulito, sicuro, documentato e testato - Condurre analisi e ottimizzazione delle performance - Strutturare componenti UI avanzati - Mantenersi all'avanguardia sugli ultimi sviluppi di tecnologie, coding trends e best practices per il frontend e backend Competenze richieste: - Conoscenza del linguaggio di programmazione Microsoft C# - Conoscenza del Framework Microsoft .NET - Conoscenza del linguaggio SQL - Conoscenza Javascript e CSS - Diploma o Laurea triennale o titolo equivalente Offerta: -Lavoro full time in smart-working -Durata del contratto e inquadramento saranno commisurati all'esperienza maturata Il presente annuncio è rivolto ad ambo i sessi (L.903/77) Informativa Privacy completa ://www.arkigest.it/privacy-policy/ Arkigest S.r.l. agenzia per il lavoro",Software Engineer,"ARKIGEST S.R.L., Employment Agency, Research for Customer Company of Forlì (FC): Software developers The resources must be able to: - Designing and programming Web/Front -end clients - Write clean, safe, documented and tested code - conductPerformance analysis and optimization - Structure advanced UI components - remain at the forefront of the latest developments of technologies, Coding Trends and Best Practices for the Frontend and Backand required skills: - Knowledge of the Microsoft C# programming language - Knowledge of the Microsoft .NET framework -Knowledge of the SQL language -Javascript and CSS knowledge -Diploma or three -year degree or equivalent title Offer: -Full Time Full Time in Smart -Working -Durata of the contract and classification will be commensurate with the experience gained the this announcement is aimed at both sexes (L.903/77) Complete privacy information: //www.arkigest.it/privacy-policy/ Arkigest S.r.l.Employment Agency",arkigest srl employment agency research customer company forli software developer resource must able designing programming web front end client write clean safe document test code conductperformance analysis optimization structure advanced component remain forefront late development technology coding trends best practices frontend backand require skill knowledge microsoft programming language knowledge microsoft net framework knowledge sql language javascript css knowledge diploma three year degree equivalent title offer full time full time smart worke durata contract classification commensurate experience gain announcement aim sex l90377 complete privacy information wwwarkigestit privacy policy arkigest srl employment agency
SI CERCA TECNICO DI REGISTRATORI DI CASSA ZONA TOSCANA,Programmer,We are looking for technician of tuscany zone cash recorders,look technician tuscany zone cash recorder
La risorsa sarà inserita in un ambiente tecnologicamente avanzato all'interno di un team consolidato.,System Analyst,The resource will be inserted in a technologically advanced environment within a consolidated team.,resource insert technologically advanced environment within consolidated team
"Sviluppo webapp in C#, Java e Go (backend)

   - Sviluppo webapp in HTML/CSS, Javascript, React.js, Vue.js (front-end)

   - Sviluppo interfacce tra la nostra soluzione sistemi terzi (ERP, MES, WMS)

   - Utilizzo di un approccio Test Driven,(TDD) quindi in generale lo sviluppo di Unit Test

   - Stesura delle specifiche funzionali e di dettaglio

   - Supporto ai test automatici (BDD)

   - Test congiunti con tecnici di terze parti (es. per le interfacce)",Web Developer,"Webapp Development in C#, Java and Go (Backand)

   - Webapp Development in HTML/CSS, Javascript, React.js, Vue.js (front-end)

   - Interface development between our third party systems solution (ERP, MES, WMS)

   - Use of a test driven approach, (TDD) therefore in general the development of unit test

   - drafting of functional and detail specifications

   - Support to automatic tests (BDD)

   - joint tests with third -party technicians (eg for interfaces)",webapp development java backand webapp development html css javascript reactjs vuejs front end interface development third party system solution erp mes wms use test drive approach tdd therefore general development unit test drafting functional detail specification support automatic test bdd joint test third party technician interface
"ICT WORLD seleziona Analisti sviluppatori Java per ampliamento proprio organico su NAPOLI. Il candidato ideale è una persona con unâ€ ottima attitudine al Problem Solving e unâ€ ottima capacità di lavorare in team. Conoscenze richieste: - Java - Struts - Spring - Hibernate Si offre: - Ambiente dinamico e stimolante con interessanti prospettive di crescita professionale; - La forma contrattuale ed il trattamento economico saranno valutati individualmente, in relazione allâ€ esperienza e alle effettive competenze del candidato. I candidati interessati possono inviare il CV : - citando il riferimento ""JAVA/NA"" nell'oggetto della mail - indicando eventuali progetti realizzati - indicando l'attuale posizione lavorativa, eventuale disponibilità e tariffa giornaliera - rilasciando specifica autorizzazione al trattamento dei dati personali (D.Lgs.196/03 e gdpr) Contratto di lavoro: Tempo pieno",Java Developer,"ICT World Select Java Developer Analyses for Extension of Proper Organic on Naples.The ideal candidate is a person with an excellent aptitude for problem solving and an excellent ability to work in a team.Request knowledge: - Java - Struts - Spring - Hibernate offers: - dynamic and stimulating environment with interesting professional growth prospects;- The contractual form and economic treatment will be evaluated individually, in relation to the candidate's actual experience and skills.Interested candidates can send the CV: - citing the reference ""Java/Na"" in the object of the email - indicating any projects carried out - indicating the current working position, possible availability and daily tariff - releasing specific authorization for the processing of personal data (Legislative Decree 196/03 and GDPR) employment contract: full time",ict world select java developer analyses extension proper organic naples ideal candidate person excellent aptitude problem solve excellent ability work team request knowledge java struts spring hibernate offer dynamic stimulating environment interesting professional growth prospects contractual form economic treatment evaluate individually relation candidate actual experience skill interested candidate send cite reference java object email indicate project carry indicate current working position possible availability daily tariff release specific authorization processing personal datum legislative decree gdpr employment contract full time
"Feres spa, filiale di Rovato, ricerca per importante azienda cliente un PROGRAMMATORE SOFTWARE JUNIOR. La risorsa dovrà conoscere i seguenti linguaggi: Visual Basic.net, Visual Basic 6, C++, C#.",Programmer,"Feres Spa, branch of Rovato, searches for an important client company a Junior software programmer.The resource will have to know the following languages: Visual Basic.net, Visual Basic 6, C ++, C#.",feres spa branch rovato search important client company junior software programmer resource know follow language visual basicnet visual basic
"* Analisi dei test su prodotti nuovi e consolidati;
   * Test durante tutto il ciclo di vita dello sviluppo (Test unitario, di integrazione, funzionale, di regressione, ecc..);
   * Scrittura di casi di test, correzione di bug di test.",Software Engineer,"* Test analysis on new and consolidated products;
   * Test throughout the development cycle of development (unitary test, functional, regression, etc.);
   * Writing of test cases, correction of test bugs.",test analysis new consolidated product test throughout development cycle development unitary test functional regression etc writing test case correction test bug
